Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator,State,Country,Latitude,Longitude,Price_per_sqft,Total_Amenities
79,940,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.084042553,6
87.25,1175,Kamothe,2,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.074255319,12
65,1255,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.051792829,6
93.5,1236,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.075647249,5
100,1700,Kamothe,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.058823529,6
70,1003,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.069790628,5
58,1000,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.058,6
48,653,Kamothe,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.073506891,6
110,1575,Kamothe,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.06984127,5
85,1089,Kamothe,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.01938,73.10472,0.07805326,5
62,660,Kamothe Sector 16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,19.0788,73.00132,0.093939394,5
110,1054,Kandivali,2,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.191339,72.8741,0.104364326,10
277.99999,1810,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.153591155,21
25,300,Kandivali East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.083333333,0
250,1600,Kandivali East,3,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,Maharashtra,India,19.20598,72.86606,0.15625,13
282,1170,Kandivali East,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.241025641,5
264,1014,Kandivali East,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.26035503,5
168,764,Kandivali East,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.219895288,5
186,820,Kandivali East,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.226829268,5
120,560,Kandivali East,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.214285714,5
295,2415,Kandivali East,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.122153209,9
280,1890,Kandivali East,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.148148148,20
310,1475,Kandivali East,3,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.210169492,10
245,1350,Kandivali East,3,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.181481481,10
315,1786,Kandivali East,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.176371781,11
470,1920,Kandivali East,4,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.244791667,14
210,1350,Kandivali East,2,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.155555556,17
61,400,Kandivali East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Maharashtra,India,19.20598,72.86606,0.1525,2
70,400,Kandivali East,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.175,11
350,2450,Kandivali East,4,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.142857143,10
180,1165,Kandivali East,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.154506438,10
82,525,Kandivali East,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.156190476,9
125,745,Kandivali East,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.167785235,14
330,1667,Kandivali East,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.197960408,18
64,400,Kandivali East,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.16,12
315,2415,Kandivali East,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.130434783,9
305,2415,Kandivali East,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.126293996,9
315,2415,Kandivali East,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.130434783,9
220,1530,Kandivali East,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20598,72.86606,0.14379085,21
125,800,Kandivali West,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.15625,21
180,1500,Kandivali West,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.12,21
132,1100,Kandivali West,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.12,21
353,1962,Kandivali West,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.179918451,21
250,1440,Kandivali West,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.173611111,21
138.99999,1200,Kandivali West,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.115833325,21
90,765,Kandivali West,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.117647059,21
137,1056,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.129734848,21
152,1050,Kandivali West,2,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.144761905,12
88,600,Kandivali West,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.146666667,11
175,1500,Kandivali West,3,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.116666667,11
265,1500,Kandivali West,3,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.176666667,15
320,1300,Kandivali West,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.246153846,6
330,1472,Kandivali West,3,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.224184783,14
38,340,Kandivali West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.111764706,0
210,1129,Kandivali West,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.186005314,11
165,839,Kandivali West,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.20961,72.833191,0.196662694,11
85,575,Kanjurmarg,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.13626,72.92902,0.147826087,9
85,575,Kanjurmarg,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.13626,72.92902,0.147826087,9
230,1300,Kanjurmarg,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.13626,72.92902,0.176923077,7
230,1300,Kanjurmarg,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.13626,72.92902,0.176923077,7
85,484,Kanjurmarg,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,19.13626,72.92902,0.175619835,16
47,650,Karanjade,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.072307692,13
41,690,Karanjade,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.05942029,13
40,670,Karanjade,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.059701493,12
43,654,Karanjade,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.065749235,13
39.5,630,Karanjade,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.062698413,13
38.5,635,Karanjade,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.060629921,14
33,625,Karanjade,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.0528,4
28.5,530,Karanjade,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.053773585,14
21,395,Karanjade,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.053164557,13
63,1090,Karanjade,2,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.057798165,14
64,1010,Karanjade,2,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.063366337,14
60,1010,Karanjade,2,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.059405941,15
59,1015,Karanjade,2,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,Maharashtra,India,18.96905,72.82118,0.058128079,19
73,1149,Kasar vadavali,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Maharashtra,India,18.96749,72.84552,0.063533507,5
33.1,780,Kasheli,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,17.73558,73.41844,0.042435897,5
27.7,655,Kasheli,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,17.73558,73.41844,0.042290076,5
26.7,630,Kasheli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,India,17.73558,73.41844,0.042380952,0
21.1,495,Kasheli,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,17.73558,73.41844,0.042626263,4
24,560,Kasheli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,17.73558,73.41844,0.042857143,0
33,612,Katrap,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Maharashtra,India,18.45397,73.83914,0.053921569,4
33,612,Katrap,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Maharashtra,India,18.45397,73.83914,0.053921569,4
350,700,Khar,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.071381,72.837173,0.5,6
350,969,Khar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.071381,72.837173,0.36119711,22
348,950,Khar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,Maharashtra,India,19.071381,72.837173,0.366315789,22
66.56,488,Kharegaon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.136393443,5
37,425,Kharegaon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,Maharashtra,India,18.96905,72.82118,0.087058824,8
20,400,Kharegaon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.05,5
22,450,Kharegaon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Maharashtra,India,18.96905,72.82118,0.048888889,5
48.5,720,Kharghar,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.067361111,4
45,600,Kharghar,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.075,10
67,650,Kharghar,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.103076923,11
45,650,Kharghar,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,Maharashtra,India,19.0736,73.08895,0.069230769,11
50,665,Kharghar,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.07518797,7
170,2000,Kharghar,4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.085,16
125,1550,Kharghar,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.080645161,6
105,1356,Kharghar,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.077433628,10
150,1680,Kharghar,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.089285714,18
87,980,Kharghar,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.08877551,16
90,1000,Kharghar,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.09,8
110,1060,Kharghar,2,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.103773585,12
105,1095,Kharghar,2,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.095890411,12
97,1155,Kharghar,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.083982684,12
105,1150,Kharghar,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,Maharashtra,India,19.0736,73.08895,0.091304348,15
85,990,Kharghar,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.085858586,13
93,1078,Kharghar,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.086270872,17
99,1150,Kharghar,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.086086957,11
80,1150,Kharghar,2,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.069565217,15
90,1060,Kharghar,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.08490566,14
42,680,Kharghar,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.061764706,5
280,2470,Kharghar,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.113360324,18
400,2100,Kharghar,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.19047619,5
160,2200,Kharghar,4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.072727273,16
170,2235,Kharghar,4,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.07606264,12
95,1025,Kharghar,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.092682927,15
95,950,Kharghar,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.1,12
75,895,Kharghar,2,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.083798883,12
85,1114,Kharghar,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.076301616,15
130,1197,Kharghar,2,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,Maharashtra,India,19.0736,73.08895,0.108604845,13
137,1380,Kharghar,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.099275362,14
80,1050,Kharghar,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Maharashtra,India,19.0736,73.08895,0.076190476,4
105,1240,Kharghar,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,Maharashtra,India,19.0736,73.08895,0.084677419,19
